rowid,group,estimate,conf.low,conf.high,ImpositionH,Power,Intimate,Kin,StanceH,StanceS,Speaker,PronTypeSimple
88,Jun,0.006665483927976296,4.101751995457693e-4,0.07189698845532494,,Equal,/,,Neg,Pos,?,Qing
89,Jun,0.0252725441142252,4.17706054130163e-4,0.43056515245029386,,Equal,/,,Neg,Q,?,Qing
90,Jun,0.2639917370397814,0.07206479790527184,0.6171939132224861,,Equal,/,,Neg,,?,Qing
91,Jun,0.0025508209572697367,1.2435082858490684e-4,0.03708345642536965,,Equal,/,,Q,Pos,?,Qing
92,Jun,0.010354695969812026,1.3115689883912303e-4,0.2696798175455797,,Equal,/,,Q,Q,?,Qing
93,Jun,0.1279126007325292,0.018828471532592726,0.47993666660085843,,Equal,/,,Q,,?,Qing
94,Jun,0.00751096155584065,4.988926948802018e-4,0.07418453757464478,,Equal,/,,,Pos,?,Qing
95,Jun,0.02822445169562801,4.895917699747959e-4,0.4463679474417934,,Equal,/,,,Q,?,Qing
96,Jun,0.2845187616505256,0.08687160280771869,0.643350128627775,,Equal,/,,,,?,Qing
97,Jun,0.037345321099392155,0.0019358977600137846,0.32464556691702545,,Equal,Y,Yes,Pos,Pos,?,Qing
98,Jun,0.10320807160903898,0.001962595755833443,0.7905261705591671,,Equal,Y,Yes,Pos,Q,?,Qing
99,Jun,0.5706402318728443,0.10946807082023921,0.8909690058983512,,Equal,Y,Yes,Pos,,?,Qing
100,Jun,0.007851373398759241,3.7332432833838135e-4,0.08430824909770002,,Equal,Y,Yes,Neg,Pos,?,Qing
101,Jun,0.02216650307499486,3.7765543430648234e-4,0.42227738920881985,,Equal,Y,Yes,Neg,Q,?,Qing
102,Jun,0.1947118711481261,0.02317717012326844,0.5857538406094023,,Equal,Y,Yes,Neg,,?,Qing
103,Jun,0.004330965464518395,1.9745940226597884e-4,0.06348566367381624,,Equal,Y,Yes,Q,Pos,?,Qing
104,Jun,0.014964518771099906,2.2013625189333148e-4,0.35740318723938047,,Equal,Y,Yes,Q,Q,?,Qing
105,Jun,0.1649296014020585,0.021958342047227252,0.6075622249429926,,Equal,Y,Yes,Q,,?,Qing
106,Jun,0.009581930706728338,4.7737104621993324e-4,0.09519160354199763,,Equal,Y,Yes,,Pos,?,Qing
107,Jun,0.025497384201080393,4.6033105731571177e-4,0.4492685333889952,,Equal,Y,Yes,,Q,?,Qing
108,Jun,0.22758674048670624,0.029458209714586125,0.633888696888175,,Equal,Y,Yes,,,?,Qing
109,Jun,0.0206098154859567,0.0012607306210408193,0.18418839884311305,,Equal,Y,,Pos,Pos,?,Qing
110,Jun,0.06916288327432153,0.001253682414779398,0.6985287708845737,,Equal,Y,,Pos,Q,?,Qing
111,Jun,0.5194277670498626,0.18525165107083613,0.840672719562638,,Equal,Y,,Pos,,?,Qing
112,Jun,0.0048128102361251045,3.0591504835021926e-4,0.04579234297524783,,Equal,Y,,Neg,Pos,?,Qing
113,Jun,0.018014288811338448,2.914549598505065e-4,0.34128180170669353,,Equal,Y,,Neg,Q,?,Qing
114,Jun,0.19870363769467558,0.055764764467255576,0.5005959284296038,,Equal,Y,,Neg,,?,Qing
115,Jun,0.0017767828246986663,8.864746840961839e-5,0.02447922525904386,,Equal,Y,,Q,Pos,?,Qing
116,Jun,0.006649221271281959,9.152683718350368e-5,0.2039929130001101,,Equal,Y,,Q,Q,?,Qing
117,Jun,0.0900151144913936,0.013791429074578762,0.3793223335278277,,Equal,Y,,Q,,?,Qing
118,Jun,0.005324546398478194,3.7253493294358734e-4,0.04835373038615555,,Equal,Y,,,Pos,?,Qing
119,Jun,0.019769248585283748,3.304967651573745e-4,0.36885644918763993,,Equal,Y,,,Q,?,Qing
120,Jun,0.2148015554212072,0.06468786963298268,0.5420104517923333,,Equal,Y,,,,?,Qing
121,Jun,0.17910800581579545,0.00529685979040648,0.7948632890730075,,Equal,N,Yes,Pos,Pos,?,Qing
122,Jun,0.3725980224550558,0.005975113396146894,0.9644144930508226,,Equal,N,Yes,Pos,Q,?,Qing
123,Jun,0.7723808857062154,0.06576945134677814,0.9794738950699314,,Equal,N,Yes,Pos,,?,Qing
124,Jun,0.03746847429333111,8.318786822671569e-4,0.3995928649564894,,Equal,N,Yes,Neg,Pos,?,Qing
125,Jun,0.09923626401872684,0.0010593716478162316,0.8175290886329218,,Equal,N,Yes,Neg,Q,?,Qing
126,Jun,0.31396458013606343,0.010927375980574984,0.8606332256266803,,Equal,N,Yes,Neg,,?,Qing
127,Jun,0.04098831730896896,0.0015406724371871904,0.4161848372320347,,Equal,N,Yes,Q,Pos,?,Qing
128,Jun,0.11590227346541748,0.0014649166439994238,0.8480486084702328,,Equal,N,Yes,Q,Q,?,Qing
129,Jun,0.5765137239267959,0.057032877455043124,0.9296747530172175,,Equal,N,Yes,Q,,?,Qing
130,Jun,0.04511113533281677,0.0010317674166220139,0.4393174439024121,,Equal,N,Yes,,Pos,?,Qing
131,Jun,0.11400019112445997,0.0012287802954906348,0.8415823409780036,,Equal,N,Yes,,Q,?,Qing
132,Jun,0.3630017224685953,0.013555193366567164,0.8889839831434383,,Equal,N,Yes,,,?,Qing
133,Jun,0.212624673593816,0.015665093692742427,0.7409678851968535,,Equal,N,,Pos,Pos,?,Qing
134,Jun,0.4734119914028332,0.014932755530514902,0.9642729875314258,,Equal,N,,Pos,Q,?,Qing
135,Jun,0.924509878149679,0.7002136496128621,0.9852174479434479,,Equal,N,,Pos,,?,Qing
136,Jun,0.05780751538641185,0.004121810984864708,0.3919891265977294,,Equal,N,,Neg,Pos,?,Qing
137,Jun,0.17662746875631274,0.0038197415991967233,0.8583907697826892,,Equal,N,,Neg,Q,?,Qing
138,Jun,0.7381964238745986,0.38659195543607394,0.9271909371585085,,Equal,N,,Neg,,?,Qing
139,Jun,0.025515580035941017,0.0013176201671707339,0.2690267446885701,,Equal,N,,Q,Pos,?,Qing
140,Jun,0.09332326093264978,0.0013830200588022586,0.7830464033948679,,Equal,N,,Q,Q,?,Qing
141,Jun,0.5794050443988776,0.15754547906413288,0.9041449401426694,,Equal,N,,Q,,?,Qing
142,Jun,0.06698743826982015,0.004827661390732213,0.4028075271356734,,Equal,N,,,Pos,?,Qing
143,Jun,0.18979908689852087,0.004147774192285842,0.8730133733810098,,Equal,N,,,Q,?,Qing
144,Jun,0.7612009641104616,0.41612215695645377,0.9381853514195168,,Equal,N,,,,?,Qing
145,Jun,0.08352693137136416,0.0024675510425312044,0.6190627781638448,,Listener,/,Yes,Pos,Pos,?,Qing
146,Jun,0.20515668998615444,0.004177013911859451,0.9101981212602727,,Listener,/,Yes,Pos,Q,?,Qing
147,Jun,0.6712426331746151,0.0825747046213389,0.9541425709650722,,Listener,/,Yes,Pos,,?,Qing
148,Jun,0.032019284753141336,9.728019564714627e-4,0.33450628065828913,,Listener,/,Yes,Neg,Pos,?,Qing
149,Jun,0.07904016252769029,0.001257119652459029,0.775603158924911,,Listener,/,Yes,Neg,Q,?,Qing
150,Jun,0.35271844730313473,0.01820497265350897,0.8628332118291936,,Listener,/,Yes,Neg,,?,Qing
151,Jun,0.025121088850585914,9.065766824506684e-4,0.3353827702912062,,Listener,/,Yes,Q,Pos,?,Qing
152,Jun,0.07640988785300706,0.001221468154789567,0.7743052304551752,,Listener,/,Yes,Q,Q,?,Qing
153,Jun,0.4931141859525938,0.05651973064569406,0.9102112731361606,,Listener,/,Yes,Q,,?,Qing
154,Jun,0.030499142542150776,9.6104472378063e-4,0.31270007455884036,,Listener,/,Yes,,Pos,?,Qing
155,Jun,0.07958840190951161,0.0012440015956819179,0.7461830569231914,,Listener,/,Yes,,Q,?,Qing
156,Jun,0.3708673554296822,0.02088809519891169,0.8586280387918152,,Listener,/,Yes,,,?,Qing
157,Jun,0.0064110681934690435,1.0204592803100963e-4,0.15513019137098852,,Listener,/,,Pos,Pos,?,Qing
158,Jun,0.042893341507973096,5.180204187924605e-4,0.671011684630871,,Listener,/,,Pos,Q,?,Qing
159,Jun,0.14586673849614612,0.011185487781304,0.6389129761958913,,Listener,/,,Pos,,?,Qing
160,Jun,0.015390813204671793,7.218429588694217e-4,0.18492098917487768,,Listener,/,,Neg,Pos,?,Qing
161,Jun,0.05820105673845839,0.0011513974656560907,0.6425804406225801,,Listener,/,,Neg,Q,?,Qing
162,Jun,0.4372639181284328,0.11155244713923917,0.7957046441693943,,Listener,/,,Neg,,?,Qing
163,Jun,0.006152452886544626,1.513701984402922e-4,0.11464574396041584,,Listener,/,,Q,Pos,?,Qing
164,Jun,0.023735868784539524,3.5872114668577285e-4,0.5234177484295183,,Listener,/,,Q,Q,?,Qing
165,Jun,0.22787278347128687,0.020490876135916783,0.7490141288235879,,Listener,/,,Q,,?,Qing
166,Jun,0.006199029675390861,1.85887885240575e-4,0.10415022446118469,,Listener,/,,,Pos,?,Qing
167,Jun,0.028891183001426138,5.524856637416258e-4,0.5153130580583181,,Listener,/,,,Q,?,Qing
168,Jun,0.17771629402183975,0.024716522362335184,0.5884730584302623,,Listener,/,,,,?,Qing
169,Jun,0.09993073911616532,0.004448286911975828,0.6122890450957832,,Listener,Y,Yes,Pos,Pos,?,Qing
170,Jun,0.2767228649769924,0.006892270265544461,0.9224038994983663,,Listener,Y,Yes,Pos,Q,?,Qing
171,Jun,0.8287877245297123,0.35751698584156266,0.9694405366434226,,Listener,Y,Yes,Pos,,?,Qing
172,Jun,0.051839980641814956,0.0033175474886198847,0.35469155577635025,,Listener,Y,Yes,Neg,Pos,?,Qing
173,Jun,0.15264361249537978,0.003334094123012223,0.8204438059899859,,Listener,Y,Yes,Neg,Q,?,Qing
174,Jun,0.7133397927145382,0.35694585118581285,0.9264652544198907,,Listener,Y,Yes,Neg,,?,Qing
175,Jun,0.020070727844272274,8.60629255591643e-4,0.23309837424236296,,Listener,Y,Yes,Q,Pos,?,Qing
176,Jun,0.06868374181648834,0.0011987347124289471,0.7252604838002402,,Listener,Y,Yes,Q,Q,?,Qing
177,Jun,0.5168467298216238,0.12310118331300345,0.891396539375768,,Listener,Y,Yes,Q,,?,Qing
178,Jun,0.044170292601634575,0.0026417850299071013,0.32769776648342486,,Listener,Y,Yes,,Pos,?,Qing
179,Jun,0.12812526287338055,0.00296531619495503,0.8041007010329276,,Listener,Y,Yes,,Q,?,Qing
180,Jun,0.6796958445130142,0.30615071532975646,0.9113733969378314,,Listener,Y,Yes,,,?,Qing
181,Jun,0.0031803722133380242,4.919489831005879e-5,0.08734760682844249,,Listener,Y,,Pos,Pos,?,Qing
182,Jun,0.021508214671139975,2.4261140151031165e-4,0.5082170456726325,,Listener,Y,,Pos,Q,?,Qing
183,Jun,0.07750899448644374,0.005135390231437917,0.43868391592661093,,Listener,Y,,Pos,,?,Qing
184,Jun,0.008601819531091692,4.0540086711640216e-4,0.0956607470659759,,Listener,Y,,Neg,Pos,?,Qing
185,Jun,0.033473904846261164,6.982313994574326e-4,0.5058092474440599,,Listener,Y,,Neg,Q,?,Qing
186,Jun,0.3047813389894168,0.06951343349161845,0.6688206535663479,,Listener,Y,,Neg,,?,Qing
187,Jun,0.003301808143878737,8.496817808900562e-5,0.053012584357285036,,Listener,Y,,Q,Pos,?,Qing
188,Jun,0.01277729539148005,1.6379460534946637e-4,0.3532980000903897,,Listener,Y,,Q,Q,?,Qing
189,Jun,0.13403831227746607,0.010461499059191751,0.5850807032891491,,Listener,Y,,Q,,?,Qing
190,Jun,0.0032227710720868098,9.94571177416384e-5,0.053449773672050234,,Listener,Y,,,Pos,?,Qing
191,Jun,0.015444387132686196,3.0558348054833746e-4,0.3478281131190931,,Listener,Y,,,Q,?,Qing
192,Jun,0.1043362681665325,0.012216370917250988,0.39629579913867335,,Listener,Y,,,,?,Qing
193,Jun,0.4602421714150893,0.030184592108845436,0.9341956836392439,,Listener,N,Yes,Pos,Pos,?,Qing
194,Jun,0.7290265318261224,0.03658821869195434,0.9907283711838702,,Listener,N,Yes,Pos,Q,?,Qing
195,Jun,0.9679567679516727,0.7098261987156037,0.9960976899871816,,Listener,N,Yes,Pos,,?,Qing
196,Jun,0.2347794887210231,0.012799929961427195,0.8237481320630307,,Listener,N,Yes,Neg,Pos,?,Qing
197,Jun,0.4919297222847609,0.012415340914289074,0.9716234204304774,,Listener,N,Yes,Neg,Q,?,Qing
198,Jun,0.9049363006648146,0.42106024130143443,0.9889540780211719,,Listener,N,Yes,Neg,,?,Qing
199,Jun,0.13628052716285702,0.005962940925921056,0.7533096555246289,,Listener,N,Yes,Q,Pos,?,Qing
200,Jun,0.3489023863100271,0.007062635670079863,0.9575421128696899,,Listener,N,Yes,Q,Q,?,Qing
201,Jun,0.8776240117776222,0.4176234081855799,0.9867102660038879,,Listener,N,Yes,Q,,?,Qing
202,Jun,0.22497356291584453,0.013081890074847348,0.8115179543874849,,Listener,N,Yes,,Pos,?,Qing
203,Jun,0.4779881733603273,0.013629916578127598,0.9698512049001731,,Listener,N,Yes,,Q,?,Qing
204,Jun,0.9073335855876076,0.4596878300342644,0.9882950124535271,,Listener,N,Yes,,,?,Qing
205,Jun,0.049353316981975676,0.0010137873285738924,0.5777527996036471,,Listener,N,,Pos,Pos,?,Qing
206,Jun,0.24812466668058442,0.004183083311084409,0.9348387244422233,,Listener,N,,Pos,Q,?,Qing
207,Jun,0.6161895904451038,0.10719431478685401,0.9417251847948149,,Listener,N,,Pos,,?,Qing
208,Jun,0.08481585393317415,0.005042724702505565,0.5739777813946326,,Listener,N,,Neg,Pos,?,Qing
209,Jun,0.26785998166045766,0.006241368929394427,0.9187565462832169,,Listener,N,,Neg,Q,?,Qing
210,Jun,0.8262481175417511,0.5080542729014212,0.9643210852156493,,Listener,N,,Neg,,?,Qing
211,Jun,0.03334604987322195,9.999862237513191e-4,0.41699554702285824,,Listener,N,,Q,Pos,?,Qing
212,Jun,0.12259337841027546,0.0017640821695947284,0.8598548552045135,,Listener,N,,Q,Q,?,Qing
213,Jun,0.6258423431886918,0.13594558259560952,0.9477398888138564,,Listener,N,,Q,,?,Qing
214,Jun,0.04244997439479985,0.0015584640246205084,0.4294792795532017,,Listener,N,,,Pos,?,Qing
215,Jun,0.17278149309093999,0.003212723879812067,0.8756043648121982,,Listener,N,,,Q,?,Qing
216,Jun,0.6313497929053034,0.19780604483101205,0.9195546344958532,,Listener,N,,,,?,Qing
1,Qing,0.6236309759930876,0.020312166052390654,0.9799795183917052,,Speaker,/,Yes,Pos,Pos,?,Qing
2,Qing,0.460780175428135,0.005717711409874725,0.9901043715031961,,Speaker,/,Yes,Pos,Q,?,Qing
3,Qing,0.08055853166195875,0.00321504519744356,0.45827228527963215,,Speaker,/,Yes,Pos,,?,Qing
4,Qing,0.5776753267974128,0.01318665329733354,0.9867112273618119,,Speaker,/,Yes,Neg,Pos,?,Qing
5,Qing,0.5523713000089412,0.004727332611269207,0.9951019776941692,,Speaker,/,Yes,Neg,Q,?,Qing
6,Qing,0.08111032219300027,0.0022904602910569665,0.5794599673492018,,Speaker,/,Yes,Neg,,?,Qing
7,Qing,0.9664877142660072,0.23952706837941334,0.999071233873963,,Speaker,/,Yes,Q,Pos,?,Qing
8,Qing,0.9284460177369096,0.09763852506915559,0.9992336251208999,,Speaker,/,Yes,Q,Q,?,Qing
9,Qing,0.5713993640532962,0.03976724061787485,0.9336819412806578,,Speaker,/,Yes,Q,,?,Qing
10,Qing,0.5993829120087732,0.015740564804044548,0.9857026858965164,,Speaker,/,Yes,,Pos,?,Qing
11,Qing,0.5562051550363585,0.005196708621531538,0.9944972097768963,,Speaker,/,Yes,,Q,?,Qing
12,Qing,0.08761820563977277,0.002626088768662068,0.580236092001036,,Speaker,/,Yes,,,?,Qing
13,Qing,0.959882850721645,0.6205566030331725,0.9974320859237058,,Speaker,/,,Pos,Pos,?,Qing
14,Qing,0.8914377678047762,0.19466851532406218,0.9983870634713014,,Speaker,/,,Pos,Q,?,Qing
15,Qing,0.48603200363714766,0.15937181036008266,0.8097186228292776,,Speaker,/,,Pos,,?,Qing
16,Qing,0.9887952424148294,0.8519388412587151,0.9993373790549328,,Speaker,/,,Neg,Pos,?,Qing
17,Qing,0.9686484860230029,0.46019206140726465,0.9995227713039467,,Speaker,/,,Neg,Q,?,Qing
18,Qing,0.7840684402518023,0.41748761257708283,0.939903506895559,,Speaker,/,,Neg,,?,Qing
19,Qing,0.9971951988542782,0.9545137559241976,0.9998566949715618,,Speaker,/,,Q,Pos,?,Qing
20,Qing,0.9909909322256756,0.7623675406400925,0.9998789280363284,,Speaker,/,,Q,Q,?,Qing
21,Qing,0.9173669712486539,0.6427485619803204,0.9860284089362341,,Speaker,/,,Q,,?,Qing
22,Qing,0.9859115627943926,0.835120699401011,0.999099641647397,,Speaker,/,,,Pos,?,Qing
23,Qing,0.9634665630001185,0.42696711863586884,0.99947855470648606,,Speaker,/,,,Q,?,Qing
24,Qing,0.7688319269046037,0.40918672405158124,0.9284985377331854,,Speaker,/,,,,?,Qing
25,Qing,0.5028350033492301,0.017074393687913407,0.966926986962922,,Speaker,Y,Yes,Pos,Pos,?,Qing
26,Qing,0.3603834491320451,0.0036450954463221378,0.9850537524033202,,Speaker,Y,Yes,Pos,Q,?,Qing
27,Qing,0.060985056497386995,0.002730242906479386,0.367911588294824,,Speaker,Y,Yes,Pos,,?,Qing
28,Qing,0.48927979789027665,0.01112884076266166,0.9804039209019881,,Speaker,Y,Yes,Neg,Pos,?,Qing
29,Qing,0.47580612791523536,0.003262215619521314,0.9927871739383919,,Speaker,Y,Yes,Neg,Q,?,Qing
